Multiplier Combination,Number of Balls,Hidden Multiplier,Individual Catch Rate,Cumulative Catch Rate,Odds to Not Catch
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=-1",18,0.03,0.458731708681942,0.9989664125913907,0.541268291318058
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=-1",19,0.03,0.48166829411603923,0.9994642588753154,0.5183317058839607
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=-1",20,0.03,0.5057517088218413,0.9997352108646108,0.4942482911781587
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1",1,0.03,0.12074999999999998,0.12075000000000002,0.87925
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1",2,0.03,0.12074999999999998,0.2269194375,0.87925
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1",3,0.03,0.12074999999999998,0.32026891542187497,0.87925
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1",4,0.03,0.12074999999999998,0.40234644388468355,0.87925
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1",5,0.03,0.12074999999999998,0.474513110785608,0.87925
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1",6,0.03,0.12074999999999998,0.5379656526582458,0.87925
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1",7,0.03,0.12074999999999998,0.5937563000997627,0.87925
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1",8,0.03,0.12074999999999998,0.6428102268627163,0.87925
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1",9,0.03,0.12074999999999998,0.6859408919690433,0.87925
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1",10,0.03,0.12074999999999998,0.7238635292637814,0.87925
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1",11,0.03,0.12074999999999998,0.7572070081051798,0.87925
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1",12,0.03,0.12074999999999998,0.7865242618764794,0.87925
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1",13,0.03,0.12074999999999998,0.8123014572548944,0.87925
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1",14,0.03,0.12074999999999998,0.834966056291366,0.87925
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1",15,0.03,0.12074999999999998,0.8548939049941835,0.87925
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1",16,0.03,0.12074999999999998,0.8724154659661358,0.87925
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1",17,0.03,0.12074999999999998,0.887821298450725,0.87925
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1",18,0.03,0.12074999999999998,0.9013668766627999,0.87925
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1",19,0.03,0.12074999999999998,0.9132768263057668,0.87925
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1",20,0.03,0.12074999999999998,0.9237486495293454,0.87925
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1.5",1,0.03,0.18112499999999998,0.18112499999999998,0.818875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1.5",2,0.03,0.18112499999999998,0.32944373437499996,0.818875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1.5",3,0.03,0.18112499999999998,0.4508982379863281,0.818875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1.5",4,0.03,0.18112499999999998,0.5503542946310545,0.818875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1.5",5,0.03,0.18112499999999998,0.6317963730160047,0.818875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1.5",6,0.03,0.18112499999999998,0.6984872549534809,0.818875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1.5",7,0.03,0.18112499999999998,0.7530987509000315,0.818875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1.5",8,0.03,0.18112499999999998,0.7978187396432633,0.818875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1.5",9,0.03,0.18112499999999998,0.8344388204253773,0.818875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1.5",10,0.03,0.18112499999999998,0.8644260890758309,0.818875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1.5",11,0.03,0.18112499999999998,0.888981913691971,0.818875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1.5",12,0.03,0.18112499999999998,0.9090900645745127,0.818875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1.5",13,0.03,0.18112499999999998,0.9255561266284541,0.818875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1.5",14,0.03,0.18112499999999998,0.9390397731928753,0.818875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1.5",15,0.03,0.18112499999999998,0.9500811942733158,0.818875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1.5",16,0.03,0.18112499999999998,0.9591227379605615,0.818875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1.5",17,0.03,0.18112499999999998,0.9665266320474548,0.818875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1.5",18,0.03,0.18112499999999998,0.9725894958178595,0.818875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1.5",19,0.03,0.18112499999999998,0.9775542233878497,0.818875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=1.5",20,0.03,0.18112499999999998,0.9816197146767255,0.818875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=2",1,0.03,0.24149999999999996,0.24149999999999994,0.7585000000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=2",2,0.03,0.24149999999999996,0.42467774999999985,0.7585000000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=2",3,0.03,0.24149999999999996,0.5636180733749998,0.7585000000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=2",4,0.03,0.24149999999999996,0.6690043086549373,0.7585000000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=2",5,0.03,0.24149999999999996,0.74893976811477,0.7585000000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=2",6,0.03,0.24149999999999996,0.809570814115053,0.7585000000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=2",7,0.03,0.24149999999999996,0.8555594625062677,0.7585000000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=2",8,0.03,0.24149999999999996,0.890441852311004,0.7585000000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=2",9,0.03,0.24149999999999996,0.9169001449778966,0.7585000000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=2",10,0.03,0.24149999999999996,0.9369687599657346,0.7585000000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=2",11,0.03,0.24149999999999996,0.9521908044340096,0.7585000000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=2",12,0.03,0.24149999999999996,0.9637367251631963,0.7585000000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=2",13,0.03,0.24149999999999996,0.9724943060362844,0.7585000000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=2",14,0.03,0.24149999999999996,0.9791369311285217,0.7585000000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=2",15,0.03,0.24149999999999996,0.9841753622609837,0.7585000000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=2",16,0.03,0.24149999999999996,0.9879970122749562,0.7585000000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=2",17,0.03,0.24149999999999996,0.9908957338105543,0.7585000000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=2",18,0.03,0.24149999999999996,0.9930944140953054,0.7585000000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=2",19,0.03,0.24149999999999996,0.9947621130912891,0.7585000000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=2",20,0.03,0.24149999999999996,0.9960270627797428,0.7585000000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=-1",1,0.03,0.12678749999999997,0.12678749999999994,0.8732125000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=-1",2,0.03,0.13312687499999998,0.24303555133593746,0.866873125
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=-1",3,0.03,0.13978321875,0.3488464784495192,0.86021678125
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=-1",4,0.03,0.14677237968749998,0.4444178303493791,0.8532276203125
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=-1",5,0.03,0.154110998671875,0.5300391533585234,0.8458890013281251
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=-1",6,0.03,0.1618165486054688,0.6060865955417511,0.8381834513945312
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=-1",7,0.03,0.1699073760357422,0.6730153884785582,0.8300926239642578
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=-1",8,0.03,0.1784027448375293,0.7313503406936166,0.8215972551624707
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=-1",9,0.03,0.1873228820794058,0.7816745691445388,0.8126771179205942
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=-1",10,0.03,0.19668902618337608,0.8246167855305655,0.803310973816624
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=-1",11,0.03,0.20652347749254493,0.8608375368766139,0.793476522507455
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=-1",12,0.03,0.21684965136717219,0.8910148684883172,0.7831503486328278
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=-1",13,0.03,0.22769213393553078,0.9158299256494566,0.7723078660644692
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=-1",14,0.03,0.23907674063230738,0.9359530326839636,0.7609232593676927
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=-1",15,0.03,0.2510305776639227,0.9520307798869305,0.7489694223360772
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=-1",16,0.03,0.2635821065471189,0.9646746079737558,0.7364178934528811
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=-1",17,0.03,0.2767612118744748,0.9744513062808801,0.7232387881255252
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=-1",18,0.03,0.29059927246819856,0.9818757380881692,0.7094007275318015
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=-1",19,0.03,0.3051292360916085,0.9874059802800503,0.6948707639083915
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1, Ball=-1",20,0.03,0.320385697896189,0.9914409240773447,0.679614302103811
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1",1,0.03,0.20527499999999996,0.20527499999999999,0.794725
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1",2,0.03,0.20527499999999996,0.36841217437499996,0.794725
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1",3,0.03,0.20527499999999996,0.49806136528017186,0.794725
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1",4,0.03,0.20527499999999996,0.6010968185222846,0.794725
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1",5,0.03,0.20527499999999996,0.6829816691001226,0.794725
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1",6,0.03,0.20527499999999996,0.7480576069755949,0.794725
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1",7,0.03,0.20527499999999996,0.7997750817036797,0.794725
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1",8,0.03,0.20527499999999996,0.8408762518069568,0.794725
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1",9,0.03,0.20527499999999996,0.8735403792172838,0.794725
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1",10,0.03,0.20527499999999996,0.8994993778734558,0.794725
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1",11,0.03,0.20527499999999996,0.9201296430804822,0.794725
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1",12,0.03,0.20527499999999996,0.9365250305971362,0.794725
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1",13,0.03,0.20527499999999996,0.9495548549413091,0.794725
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1",14,0.03,0.20527499999999996,0.9599099820932319,0.794725
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1",15,0.03,0.20527499999999996,0.9681394605190436,0.794725
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1",16,0.03,0.20527499999999996,0.974679632760997,0.794725
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1",17,0.03,0.20527499999999996,0.9798772711459833,0.794725
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1",18,0.03,0.20527499999999996,0.9840079643114916,0.794725
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1",19,0.03,0.20527499999999996,0.9872907294374501,0.794725
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1",20,0.03,0.20527499999999996,0.9898996249521775,0.794725
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1.5",1,0.03,0.3079125,0.30791250000000003,0.6920875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1.5",2,0.03,0.3079125,0.5210148923437501,0.6920875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1.5",3,0.03,0.3079125,0.6685003943049551,0.6920875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1.5",4,0.03,0.3079125,0.7705732666435307,0.6920875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1.5",5,0.03,0.3079125,0.8412166256781545,0.6920875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1.5",6,0.03,0.3079125,0.8901080114240297,0.6920875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1.5",7,0.03,0.3079125,0.9239451283564282,0.6920875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1.5",8,0.03,0.3079125,0.9473633740213795,0.6920875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1.5",9,0.03,0.3079125,0.9635708491180215,0.6920875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1.5",10,0.03,0.3079125,0.9747878400389687,0.6920875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1.5",11,0.03,0.3079125,0.9825509792429697,0.6920875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1.5",12,0.03,0.3079125,0.9879237508468188,0.6920875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1.5",13,0.03,0.3079125,0.9916421789141977,0.6920875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1.5",14,0.03,0.3079125,0.9942156564992798,0.6920875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1.5",15,0.03,0.3079125,0.9959967281674453,0.6920875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1.5",16,0.03,0.3079125,0.9972293856055868,0.6920875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1.5",17,0.03,0.3079125,0.9980824924103066,0.6920875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1.5",18,0.03,0.3079125,0.998672916966018,0.6920875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1.5",19,0.03,0.3079125,0.999081542420719,0.6920875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=1.5",20,0.03,0.3079125,0.9993643469900994,0.6920875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=2",1,0.03,0.4105499999999999,0.41054999999999997,0.58945
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=2",2,0.03,0.4105499999999999,0.6525486974999999,0.58945
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=2",3,0.03,0.4105499999999999,0.7951948297413749,0.58945
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=2",4,0.03,0.4105499999999999,0.8792775923910534,0.58945
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=2",5,0.03,0.4105499999999999,0.9288401768349065,0.58945
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=2",6,0.03,0.4105499999999999,0.9580548422353357,0.58945
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=2",7,0.03,0.4105499999999999,0.9752754267556186,0.58945
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=2",8,0.03,0.4105499999999999,0.9854261003010993,0.58945
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=2",9,0.03,0.4105499999999999,0.991409414822483,0.58945
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=2",10,0.03,0.4105499999999999,0.9949362795671126,0.58945
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=2",11,0.03,0.4105499999999999,0.9970151899908345,0.58945
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=2",12,0.03,0.4105499999999999,0.9982406037400974,0.58945
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=2",13,0.03,0.4105499999999999,0.9989629238746004,0.58945
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=2",14,0.03,0.4105499999999999,0.9993886954778832,0.58945
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=2",15,0.03,0.4105499999999999,0.9996396665494383,0.58945
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=2",16,0.03,0.4105499999999999,0.9997876014475664,0.58945
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=2",17,0.03,0.4105499999999999,0.999874801673268,0.58945
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=2",18,0.03,0.4105499999999999,0.9999262018463079,0.58945
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=2",19,0.03,0.4105499999999999,0.9999564996783061,0.58945
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=2",20,0.03,0.4105499999999999,0.9999743587353775,0.58945
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",1,0.03,0.21553874999999995,0.2155387499999999,0.7844612500000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",2,0.03,0.22631568749999995,0.3930746371108592,0.7736843125
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",3,0.03,0.23763147187499997,0.5372992044124743,0.762368528125
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",4,0.03,0.24951304546874997,0.6527490890603314,0.75048695453125
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",5,0.03,0.26198869774218747,0.7437249030072035,0.7380113022578125
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",6,0.03,0.27508813262929693,0.8142231408783438,0.7249118673707031
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",7,0.03,0.28884253926076175,0.8678834006029318,0.7111574607392382
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",8,0.03,0.3032846662237998,0.9079523393536951,0.6967153337762002
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",9,0.03,0.3184488995349899,0.937264815591281,0.6815511004650101
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",10,0.03,0.33437134451173933,0.9582416635502163,0.6656286554882607
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",11,0.03,0.3510899117373264,0.9729025942086684,0.6489100882626736
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",12,0.03,0.3686444073241927,0.9828919013066371,0.6313555926758073
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",13,0.03,0.3870766276904023,0.9895140464550586,0.6129233723095977
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",14,0.03,0.40643045907492253,0.9937758573681674,0.5935695409250774
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",15,0.03,0.4267519820286686,0.9964320225727311,0.5732480179713314
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",16,0.03,0.4480895811301021,0.9980307960835977,0.5519104188698979
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",17,0.03,0.4704940601866071,0.9989572948295612,0.5295059398133929
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",18,0.03,0.4940187631959375,0.9994724107482393,0.5059812368040625
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",19,0.03,0.5187197013557345,0.9997460816873511,0.48128029864426547
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",20,0.03,0.5446556864235212,0.9998843797402224,0.45534431357647875
"Legendary=0.03, Berry=2.5, Throw=1.5, Medal=1, Curve=1, Ball=1",1,0.03,0.11249999999999999,0.11250000000000004,0.8875
"Legendary=0.03, Berry=2.5, Throw=1.5, Medal=1, Curve=1, Ball=1",2,0.03,0.11249999999999999,0.21234375000000005,0.8875
"Legendary=0.03, Berry=2.5, Throw=1.5, Medal=1, Curve=1, Ball=1",3,0.03,0.11249999999999999,0.3009550781250001,0.8875
"Legendary=0.03, Berry=2.5, Throw=1.5, Medal=1, Curve=1, Ball=1",4,0.03,0.11249999999999999,0.37959763183593764,0.8875
"Legendary=0.03, Berry=2.5, Throw=1.5, Medal=1, Curve=1, Ball=1",5,0.03,0.11249999999999999,0.44939289825439466,0.8875
"Legendary=0.03, Berry=2.5, Throw=1.5, Medal=1, Curve=1, Ball=1",6,0.03,0.11249999999999999,0.5113361972007753,0.8875
"Legendary=0.03, Berry=2.5, Throw=1.5, Medal=1, Curve=1, Ball=1",7,0.03,0.11249999999999999,0.566310875015688,0.8875
"Legendary=0.03, Berry=2.5, Throw=1.5, Medal=1, Curve=1, Ball=1",8,0.03,0.11249999999999999,0.6151009015764232,0.8875
"Legendary=0.03, Berry=2.5, Throw=1.5, Medal=1, Curve=1, Ball=1",9,0.03,0.11249999999999999,0.6584020501490756,0.8875
"Legendary=0.03, Berry=2.5, Throw=1.5, Medal=1, Curve=1, Ball=1",10,0.03,0.11249999999999999,0.6968318195073047,0.8875
"Legendary=0.03, Berry=2.5, Throw=1.5, Medal=1, Curve=1, Ball=1",11,0.03,0.11249999999999999,0.7309382398127329,0.8875
"Legendary=0.03, Berry=2.5, Throw=1.5, Medal=1, Curve=1, Ball=1",12,0.03,0.11249999999999999,0.7612076878338004,0.8875
"Legendary=0.03, Berry=2.5, Throw=1.5, Medal=1, Curve=1, Ball=1",13,0.03,0.11249999999999999,0.7880718229524979,0.8875
