Multiplier Combination,Number of Balls,Hidden Multiplier,Individual Catch Rate,Cumulative Catch Rate,Odds to Not Catch
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=2",4,0.03,0.126,0.41649345662400006,0.874
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=2",5,0.03,0.126,0.4900152810893761,0.874
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=2",6,0.03,0.126,0.5542733556721147,0.874
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=2",7,0.03,0.126,0.6104349128574282,0.874
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=2",8,0.03,0.126,0.6595201138373923,0.874
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=2",9,0.03,0.126,0.7024205794938809,0.874
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=2",10,0.03,0.126,0.7399155864776519,0.874
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=2",11,0.03,0.126,0.7726862225814678,0.874
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=2",12,0.03,0.126,0.8013277585362029,0.874
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=2",13,0.03,0.126,0.8263604609606413,0.874
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=2",14,0.03,0.126,0.8482390428796005,0.874
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=2",15,0.03,0.126,0.8673609234767709,0.874
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=2",16,0.03,0.126,0.8840734471186977,0.874
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=2",17,0.03,0.126,0.8986801927817418,0.874
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=2",18,0.03,0.126,0.9114464884912423,0.874
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=2",19,0.03,0.126,0.9226042309413458,0.874
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=2",20,0.03,0.126,0.9323560978427362,0.874
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=-1",1,0.03,0.06615,0.06615000000000004,0.93385
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=-1",2,0.03,0.0694575,0.13101288637499997,0.9305425
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=-1",3,0.03,0.072930375,0.19438844244183884,0.927069625
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=-1",4,0.03,0.07657689375,0.25607967308874213,0.92342310625
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=-1",5,0.03,0.08040573843750001,0.31589513631270827,0.9195942615625
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=-1",6,0.03,0.08442602535937502,0.3736513908828434,0.915573974640625
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=-1",7,0.03,0.08864732662734376,0.4291755206178345,0.9113526733726562
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=-1",8,0.03,0.09307969295871096,0.4823076878920425,0.906920307041289
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=-1",9,0.03,0.0977336776066465,0.532903661423041,0.9022663223933535
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=-1",10,0.03,0.10262036148697883,0.5808372565370528,0.8973796385130212
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=-1",11,0.03,0.1077513795613278,0.6260026204058964,0.8922486204386721
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=-1",12,0.03,0.11313894853939419,0.6683162906896619,0.8868610514606058
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=-1",13,0.03,0.11879589596636389,0.7077189541146305,0.8812041040336361
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=-1",14,0.03,0.1247356907646821,0.7441768322705659,0.8752643092353178
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=-1",15,0.03,0.13097247530291622,0.777682625787923,0.8690275246970838
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=-1",16,0.03,0.13752109906806204,0.8082559554314934,0.862478900931938
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=-1",17,0.03,0.14439715402146514,0.8359432497677508,0.8556028459785349
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=-1",18,0.03,0.1516170117225384,0.8608170439908752,0.8483829882774616
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=-1",19,0.03,0.15919786230866534,0.8829746730573289,0.8408021376913346
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1, Ball=-1",20,0.03,0.1671577554240986,0.9025363640368371,0.8328422445759014
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1",1,0.03,0.1071,0.10709999999999997,0.8929
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1",2,0.03,0.1071,0.2027295899999999,0.8929
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1",3,0.03,0.1071,0.28811725091099993,0.8929
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1",4,0.03,0.1071,0.3643598933384318,0.8929
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1",5,0.03,0.1071,0.43243694876188576,0.8929
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1",6,0.03,0.1071,0.4932229515494878,0.8929
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1",7,0.03,0.1071,0.5474987734385377,0.8929
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1",8,0.03,0.1071,0.5959616548032702,0.8929
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1",9,0.03,0.1071,0.6392341615738399,0.8929
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1",10,0.03,0.1071,0.6778721828692817,0.8929
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1",11,0.03,0.1071,0.7123720720839817,0.8929
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1",12,0.03,0.1071,0.7431770231637873,0.8929
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1",13,0.03,0.1071,0.7706827639829457,0.8929
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1",14,0.03,0.1071,0.7952426399603721,0.8929
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1",15,0.03,0.1071,0.8171721532206163,0.8929
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1",16,0.03,0.1071,0.8367530156106883,0.8929
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1",17,0.03,0.1071,0.8542367676387835,0.8929
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1",18,0.03,0.1071,0.8698480098246698,0.8929
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1",19,0.03,0.1071,0.8837872879724477,0.8929
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1",20,0.03,0.1071,0.8962336694305986,0.8929
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1.5",1,0.03,0.16065,0.16064999999999996,0.83935
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1.5",2,0.03,0.16065,0.2954915774999999,0.83935
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1.5",3,0.03,0.16065,0.4086708555746249,0.83935
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1.5",4,0.03,0.16065,0.5036678826265614,0.83935
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1.5",5,0.03,0.16065,0.5834036372826042,0.83935
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1.5",6,0.03,0.16065,0.6503298429531539,0.83935
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1.5",7,0.03,0.16065,0.7065043536827297,0.83935
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1.5",8,0.03,0.16065,0.7536544292635992,0.83935
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1.5",9,0.03,0.16065,0.7932298452024019,0.83935
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1.5",10,0.03,0.16065,0.8264474705706361,0.83935
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1.5",11,0.03,0.16065,0.8543286844234633,0.83935
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1.5",12,0.03,0.16065,0.8777307812708339,0.83935
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1.5",13,0.03,0.16065,0.8973733312596744,0.83935
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1.5",14,0.03,0.16065,0.9138603055928077,0.83935
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1.5",15,0.03,0.16065,0.9276986474993232,0.83935
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1.5",16,0.03,0.16065,0.939313859778557,0.83935
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1.5",17,0.03,0.16065,0.9490630882051317,0.83935
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1.5",18,0.03,0.16065,0.9572461030849774,0.83935
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1.5",19,0.03,0.16065,0.9641145166243758,0.83935
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=1.5",20,0.03,0.16065,0.9698795195286698,0.83935
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=2",1,0.03,0.2142,0.21419999999999995,0.7858
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=2",2,0.03,0.2142,0.38251835999999995,0.7858
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=2",3,0.03,0.2142,0.5147829272879999,0.7858
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=2",4,0.03,0.2142,0.6187164242629103,0.7858
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=2",5,0.03,0.2142,0.7003873661857949,0.7858
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=2",6,0.03,0.2142,0.7645643923487976,0.7858
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=2",7,0.03,0.2142,0.8149946995076851,0.7858
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=2",8,0.03,0.2142,0.854622834873139,0.7858
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=2",9,0.03,0.2142,0.8857626236433126,0.7858
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=2",10,0.03,0.2142,0.910232269658915,0.7858
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=2",11,0.03,0.2142,0.9294605174979754,0.7858
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=2",12,0.03,0.2142,0.944570074649909,0.7858
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=2",13,0.03,0.2142,0.9564431646598985,0.7858
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=2",14,0.03,0.2142,0.9657730387897483,0.7858
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=2",15,0.03,0.2142,0.9731044538809842,0.7858
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=2",16,0.03,0.2142,0.9788654798596774,0.7858
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=2",17,0.03,0.2142,0.9833924940737345,0.7858
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=2",18,0.03,0.2142,0.9869498218431405,0.7858
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=2",19,0.03,0.2142,0.9897451700043398,0.7858
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=2",20,0.03,0.2142,0.9919417545894103,0.7858
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=-1",1,0.03,0.112455,0.11245499999999997,0.887545
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=-1",2,0.03,0.11807775000000001,0.21725431662374994,0.88192225
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=-1",3,0.03,0.1239816375,0.314300408194794,0.8760183625
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=-1",4,0.03,0.130180719375,0.40356527433113953,0.869819280625
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=-1",5,0.03,0.13668975534375002,0.4850917910613327,0.86331024465625
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=-1",6,0.03,0.14352424311093753,0.5589936020208635,0.8564757568890624
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=-1",7,0.03,0.15070045526648437,0.6254534669717517,0.8492995447335157
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=-1",8,0.03,0.15823547802980864,0.6847200166698841,0.8417645219701914
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=-1",9,0.03,0.16614725193129906,0.7371029194891286,0.8338527480687009
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=-1",10,0.03,0.174454614527864,0.7829665283301536,0.825545385472136
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=-1",11,0.03,0.18317734525425725,0.822722143501951,0.8168226547457428
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=-1",12,0.03,0.1923362125169701,0.8568190949839127,0.8076637874830299
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=-1",13,0.03,0.2019530231428186,0.8857349116082364,0.7980469768571814
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=-1",14,0.03,0.21205067429995958,0.9099649006506543,0.7879493257000404
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=-1",15,0.03,0.22265320801495758,0.9300115043547316,0.7773467919850424
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=-1",16,0.03,0.23378586841570545,0.9463738255882694,0.7662141315842945
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=-1",17,0.03,0.24547516183649074,0.9595377194306609,0.7545248381635092
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=-1",18,0.03,0.2577489199283152,0.9699668285452445,0.7422510800716848
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=-1",19,0.03,0.27063636592473106,0.9780948969249539,0.7293636340752689
"Legendary=0.03, Berry=1.5, Throw=1, Medal=1.4, Curve=1.7, Ball=-1",20,0.03,0.2841681842209676,0.9843196302909629,0.7158318157790324
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1",1,0.03,0.05175,0.05174999999999996,0.94825
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1",2,0.03,0.05175,0.1008219374999999,0.94825
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1",3,0.03,0.05175,0.1473544022343749,0.94825
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1",4,0.03,0.05175,0.19147881191874594,0.94825
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1",5,0.03,0.05175,0.2333197834019508,0.94825
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1",6,0.03,0.05175,0.27299548461089984,0.94825
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1",7,0.03,0.05175,0.3106179682822857,0.94825
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1",8,0.03,0.05175,0.34629348842367735,0.94825
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1",9,0.03,0.05175,0.38012280039775204,0.94825
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1",10,0.03,0.05175,0.4122014454771683,0.94825
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1",11,0.03,0.05175,0.44262002067372486,0.94825
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1",12,0.03,0.05175,0.47146443460385956,0.94825
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1",13,0.03,0.05175,0.49881615011310976,0.94825
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1",14,0.03,0.05175,0.5247524143447564,0.94825
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1",15,0.03,0.05175,0.5493464769024152,0.94825
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1",16,0.03,0.05175,0.5726677967227152,0.94825
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1",17,0.03,0.05175,0.5947822382423147,0.94825
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1",18,0.03,0.05175,0.6157522574132748,0.94825
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1",19,0.03,0.05175,0.6356370780921379,0.94825
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1",20,0.03,0.05175,0.6544928593008696,0.94825
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1.5",1,0.03,0.077625,0.07762500000000006,0.922375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1.5",2,0.03,0.077625,0.14922435937500012,0.922375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1.5",3,0.03,0.077625,0.21526581847851578,0.922375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1.5",4,0.03,0.077625,0.27618080931912103,0.922375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1.5",5,0.03,0.077625,0.3323672739957243,0.922375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1.5",6,0.03,0.077625,0.3841922643518062,0.922375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1.5",7,0.03,0.077625,0.43199433983149726,0.922375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1.5",8,0.03,0.077625,0.4760857792020773,0.922375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1.5",9,0.03,0.077625,0.5167546205915161,0.922375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1.5",10,0.03,0.077625,0.5542665431680996,0.922375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1.5",11,0.03,0.077625,0.588866602754676,0.922375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1.5",12,0.03,0.077625,0.6207808327158443,0.922375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1.5",13,0.03,0.077625,0.6502177205762769,0.922375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1.5",14,0.03,0.077625,0.6773695700165434,0.922375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1.5",15,0.03,0.077625,0.7024137571440092,0.922375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1.5",16,0.03,0.077625,0.7255138892457056,0.922375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1.5",17,0.03,0.077625,0.7468208735930076,0.922375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1.5",18,0.03,0.077625,0.7664739032803505,0.922375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1.5",19,0.03,0.077625,0.7846013665382132,0.922375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=1.5",20,0.03,0.077625,0.8013216854606845,0.922375
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=2",1,0.03,0.1035,0.10350000000000004,0.8965
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=2",2,0.03,0.1035,0.1962877500000001,0.8965
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=2",3,0.03,0.1035,0.27947196787500006,0.8965
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=2",4,0.03,0.1035,0.35404661919993763,0.8965
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=2",5,0.03,0.1035,0.4209027941127441,0.8965
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=2",6,0.03,0.1035,0.4808393549220751,0.8965
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=2",7,0.03,0.1035,0.5345724816876403,0.8965
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=2",8,0.03,0.1035,0.5827442298329696,0.8965
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=2",9,0.03,0.1035,0.6259302020452573,0.8965
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=2",10,0.03,0.1035,0.6646464261335732,0.8965
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=2",11,0.03,0.1035,0.6993555210287483,0.8965
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=2",12,0.03,0.1035,0.7304722246022729,0.8965
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=2",13,0.03,0.1035,0.7583683493559377,0.8965
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=2",14,0.03,0.1035,0.7833772251975981,0.8965
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=2",15,0.03,0.1035,0.8057976823896467,0.8965
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=2",16,0.03,0.1035,0.8258976222623183,0.8965
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=2",17,0.03,0.1035,0.8439172183581684,0.8965
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=2",18,0.03,0.1035,0.860071786258098,0.8965
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=2",19,0.03,0.1035,0.8745543563803848,0.8965
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=2",20,0.03,0.1035,0.887537980495015,0.8965
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=-1",1,0.03,0.0543375,0.05433750000000004,0.9456625
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=-1",2,0.03,0.057054375,0.10829168289843749,0.942945625
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=-1",3,0.03,0.05990709375,0.16171133664869553,0.94009290625
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=-1",4,0.03,0.06290244843750001,0.21444174607089173,0.9370975515625
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=-1",5,0.03,0.066047570859375,0.2663259605114414,0.933952429140625
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=-1",6,0.03,0.06934994940234376,0.31720621802778615,0.9306500505976563
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=-1",7,0.03,0.07281744687246094,0.3669255179713945,0.927182553127539
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=-1",8,0.03,0.07645831921608401,0.4153293288058947,0.923541680783916
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=-1",9,0.03,0.08028123517688819,0.46226741246105774,0.9197187648231118
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=-1",10,0.03,0.08429529693573261,0.5075957405996727,0.9157047030642674
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=-1",11,0.03,0.08851006178251926,0.5511784720211713,0.9114899382174807
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=-1",12,0.03,0.09293556487164521,0.5928899542504387,0.9070644351283548
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=-1",13,0.03,0.09758234311522748,0.6326167064204283,0.9024176568847725
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=-1",14,0.03,0.10246146027098887,0.6702593351597567,0.8975385397290111
"Legendary=0.03, Berry=1.5, Throw=1.15, Medal=1, Curve=1, Ball=-1",15,0.03,0.10758453328453832,0.7057343306915276,0.8924154667154617
